Name,Type,Episodes,Studio,Tags,Rating,Release_year
My Hero Academia,TV,13.0,Bones,"Action, Comedy, Drama, Sci Fi, Shounen, School Life, Superheroes, Superpowers, Weak to Strong, Based on a Manga, Violence",4.31,2016.0
Steins;Gate Movie: Load Region of Deja Vu,Movie,,WHITE FOX,"Drama, Sci Fi, Thriller, Time Travel, Based on a Visual Novel",4.31,2013.0
KonoSuba – God’s blessing on this wonderful world! Movie: Legend of Crimson,Movie,,J.C.Staff,"Comedy, Ecchi, Fantasy, Isekai, NEET, Person in a Strange World, RPG, Based on a Light Novel",4.31,2019.0
Yuri!!! on Ice,TV,12.0,MAPPA,"Drama, Sports, Adult Couples, Ice Skating, Rivalries, Tournaments, Original Work",4.31,2016.0
Dou Po Cangqiong: San Nian Zhi Yao,Web,12.0,Motion Magic,"Action, Fantasy, Chinese Animation, Xianxia, Based on a Web Novel, CG Animation",4.31,2021.0
Dororo (2019),TV,24.0,MAPPA,"Action, Adventure, Shounen, 15th Century, Curse, Dark Fantasy, Deal with the Devil, Demons, Feudal Japan, Historical, Samurai, Supernatural, War, Based on a Manga, Animal Abuse,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Content",4.3,2019.0
Bunny Drop,TV,11.0,Production I.G,"Drama, Josei, Slice of Life, Childcare, Family Life, Iyashikei, Lifestyle Change, noitaminA, Single Parent, Based on a Manga",4.3,2011.0
Gintama: Shinyaku Benizakura-hen,Movie,,Sunrise,"Action, Comedy, Drama, Sci Fi, Shounen, Aliens, Feudal Japan, Recap, Samurai, Swordplay, Based on a Manga",4.3,2010.0
The Garden of Sinners Movie 5: Paradox Paradigm,Movie,,ufotable,"Drama, Mystery, Overpowered Main Characters, Supernatural, Based on a Light Novel, Explicit Violence,, Mature Themes,, Physical Abuse,, Domestic Abuse",4.3,2008.0
Bakuman. 3,TV,25.0,J.C.Staff,"Drama, Shounen, Anime Industry, Manga Industry, Otaku Culture, Voice Acting, Writers, Based on a Manga",4.3,2012.0
The Disastrous Life of Saiki K.,TV,120.0,J.C.Staff,"Comedy, Shounen, Slice of Life, Breaking the Fourth Wall, Gag, Psychic Powers, School Life, Short Episodes, Supernatural, Superpowers, Based on a Manga",4.3,2016.0
Given: Uragawa no Sonzai,OVA,1.0,Lerche,"Music, Based on a Manga",4.3,2021.0
Black Butler: Book of the Atlantic,Movie,,A-1 Pictures,"Shounen, 19th Century, Butlers, Demons, Europe, Master-Servant Relationship, Non-Human Protagonists, Supernatural, Zombies, Based on a Manga, Violence",4.3,2017.0
The Boy and the Beast,Movie,,Studio Chizu,"Action, Fantasy, Anthropomorphic, Coming of Age, Isekai, Japanese Mythology, Non-Human Protagonists, Person in a Strange World, Original Work",4.3,2015.0
Miss Kobayashi's Dragon Maid S,TV,12.0,Kyoto Animation,"Comedy, Fantasy, Seinen, Slice of Life, Animal Characteristics, Cohabitation, Contemporary Fantasy, Dragons, Maids, Monster Girls, Non-Human Protagonists, Reverse Isekai, Roommates, Urban Fantasy, Based on a Manga",4.3,2021.0
Kono Oto Tomare! 2nd Season,TV,13.0,Platinum Vision,"Drama, Romance, Shounen, Music, School Club, School Life, Based on a Manga",4.3,2019.0
The Disappearance of Haruhi Suzumiya,Movie,,Kyoto Animation,"Drama, Sci Fi, Shounen, Psychological, Time Travel, Based on a Light Novel",4.3,2010.0
Kizumonogatari Part 2: Nekketsu,Movie,,SHAFT,"Action, Ecchi, Psychological, Supernatural, Vampires, Based on a Light Novel, Explicit Violence",4.29,2016.0
Mushishi Zoku Shou: Suzu no Shizuku,Movie,,Artland,"Fantasy, Seinen, Countryside, Forest, Iyashikei, Supernatural, Based on a Manga",4.29,2015.0
Overlord III,TV,13.0,MADHOUSE,"Action, Fantasy, Sci Fi, Dark Fantasy, Isekai, Magic, Overpowered Main Characters, Person in a Strange World, RPG, Skeletons, Trapped in a Video Game, Virtual Reality, Based on a Light Novel",4.29,2018.0
Re:ZERO -Starting Life in Another World- Season 2: Part II,TV,12.0,WHITE FOX,"Action, Adventure, Drama, Fantasy, Cheats, Dark Fantasy, Isekai, Magic, Person in a Strange World, Psychological, Summoned Into Another World, Thriller, Time Travel, Based on a Light Novel",4.29,2021.0
Laid-Back Camp 2nd Season,TV,13.0,C-Station,"Adventure, Comedy, Seinen, Slice of Life, Iyashikei, The Great Outdoors, Based on a Manga",4.29,2021.0
Saga of Tanya the Evil Movie,Movie,,NUT,"Action, Fantasy, Guns, Isekai, Military, Person in a Strange World, Reincarnation, War, Based on a Light Novel, Violence",4.29,2019.0
Mushishi Zoku Shou: Odoro no Michi,TV Sp,,Artland,"Fantasy, Seinen, Forest, Iyashikei, Supernatural, Based on a Manga",4.29,2014.0
The Disastrous Life of Saiki K. 3,TV Sp,,J.C.Staff,"Comedy, Shounen, Breaking the Fourth Wall, Gag, Psychic Powers, Supernatural, Superpowers, Based on a Manga",4.29,2018.0
Hellsing Ultimate,OVA,10.0,Graphinica,"Action, Horror, Seinen, Conspiracy, England, Europe, Guns, Master-Servant Relationship, Non-Human Protagonists, Overpowered Main Characters, Religion, Supernatural, Vampires, Based on a Manga, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse,, Suicide",4.29,2006.0
Natsume's Book of Friends Season 5 Specials,DVD S,,Shuka,"Shoujo, Slice of Life, Bodyguards, Cats, Countryside, Iyashikei, Japanese Mythology, Orphans, Supernatural, Youkai, Based on a Manga",4.29,2017.0
JoJo's Bizarre Adventure Re-Edited,TV Sp,,David Production,"Action, Shounen, Hand to Hand Combat, Recap, Supernatural, Based on a Manga",4.28,2014.0
Parasyte -the maxim-,TV,24.0,MADHOUSE,"Action, Drama, Horror, Sci Fi, Seinen, Aliens, Body Sharing, Psychological, Based on a Manga, Animal Abuse,, Bullying,, Explicit Violence,, Mature Themes",4.28,2014.0
Hikari: Be My Light,Web,,,"BL, Drama, Shounen-ai, Illness, Psychological, Short Episodes, Mature Themes,, Suicide,, Self-Harm",4.28,2020.0
Ouran High School Host Club,TV,26.0,Bones,"Comedy, Reverse Harem, Romance, Shoujo, Crossdressing, Debt, Hosts, School Club, School Life, Social Gap, Based on a Manga",4.28,2006.0
Food Wars! The Second Plate,TV,13.0,J.C.Staff,"Comedy, Ecchi, Shounen, Cooking, Culinary School, Food and Beverage, School Life, Tournaments, Based on a Manga",4.28,2016.0
Ghost in the Shell: Stand Alone Complex 2nd Gig,TV,26.0,Production I.G,"Sci Fi, Seinen, Cyberpunk, Cyborgs, Hacking, Noir, Based on a Manga",4.28,2004.0
Barakamon,TV,12.0,Kinema Citrus,"Comedy, Shounen, Slice of Life, Art, Countryside, Island, Iyashikei, Lifestyle Change, Based on a Manga",4.28,2014.0
Noragami Aragoto,TV,13.0,Bones,"Action, Drama, Shounen, Ghosts, Gods, Japanese Mythology, Non-Human Protagonists, Supernatural, Based on a Manga, Violence",4.28,2015.0
Ace of the Diamond: Act II,TV,52.0,MADHOUSE,"Shounen, Sports, Baseball, Tournaments, Based on a Manga",4.28,2019.0
Re:ZERO -Starting Life in Another World- Season 2,TV,13.0,WHITE FOX,"Action, Adventure, Drama, Fantasy, Cheats, Dark Fantasy, Isekai, Magic, Person in a Strange World, Psychological, Summoned Into Another World, Thriller, Time Travel, Based on a Light Novel, Explicit Violence",4.28,2020.0
Ascendance of a Bookworm: Part II,TV,12.0,Ajia-do,"Drama, Fantasy, Apprenticeship, Cheats, Isekai, Magic, Medieval, Modern Knowledge, Person in a Strange World, Reincarnation, Based on a Light Novel",4.28,2020.0
"Kamisama Kiss: Kamisama, Shiawase ni Naru",OVA,1.0,TMS Entertainment,"Comedy, Fantasy, Romance, Shoujo, Japanese Mythology, Master-Servant Relationship, Based on a Manga",4.28,2016.0
Quanzhi Gaoshou: Tebie Pian,OVA,3.0,Colored Pencil Animation,"Action, Drama, Chinese Animation, MMORPG, RPG, Tournaments, Based on a Web Novel",4.28,2018.0
Steins;Gate 0,TV,23.0,WHITE FOX,"Drama, Mystery, Sci Fi, Psychological, Time Travel, Based on a Visual Novel, Violence",4.28,2018.0
Golden Kamuy Season 3,TV,12.0,Geno Studio,"Action, Adventure, Drama, Historical, Military, Based on a Manga, Violence",4.28,2020.0
Weathering With You,Movie,,CoMix Wave Films,"Drama, Lifestyle Change, Supernatural, Writers, Original Work",4.27,2019.0
Semantic Error,Web,,,"BL, Comedy, Romance, Shounen-ai, Korean Animation, Short Episodes, Based on a Novel",4.27,2021.0
86: Eighty-Six - Part II,TV,,A-1 Pictures,"Action, Drama, Sci Fi, Military, War, Based on a Light Novel, Violence",4.27,2021.0
Dou Po Cangqiong 4th Season,Web,24.0,Motion Magic,"Action, Fantasy, Chinese Animation, Xianxia, Based on a Web Novel, CG Animation",4.27,2021.0
School Babysitters,TV,12.0,Brain's Base,"Comedy, Drama, Shoujo, Slice of Life, Childcare, Iyashikei, Lifestyle Change, Orphans, School Club, School Life, Siblings, Based on a Manga",4.27,2018.0
Douluo Dalu,Web,26.0,Sparkly Key Animation Studio,"Action, Fantasy, Chinese Animation, Cultivation, Reincarnation, Xianxia, Based on a Web Novel, CG Animation, Mature Themes,, Suicide",4.27,2018.0
The Garden of Sinners Movie 7: ......Not Nothing Heart. (Murder Speculation Part B),Movie,,ufotable,"Drama, Mystery, Overpowered Main Characters, Supernatural, Based on a Light Novel, Drug Use,, Explicit Violence,, Mature Themes",4.27,2009.0
Major Season 5,TV,25.0,Synergy SP,"Drama, Shounen, Sports, Baseball, Based on a Manga",4.27,2009.0
Bungo Stray Dogs 2nd Season,TV,12.0,Bones,"Action, Mystery, Seinen, Detectives, Gangs, Guns, Mafia, Orphans, Supernatural, Superpowers, Based on a Manga, Violence",4.27,2016.0
Maquia: When the Promised Flower Blooms,Movie,,P.A. WORKS,"Adventure, Drama, Fantasy, Childcare, Original Work, Violence",4.27,2018.0
Steins;Gate: Egoistic Poriomania,DVD S,,WHITE FOX,"Comedy, Sci Fi, America, Based on a Visual Novel",4.27,2012.0
Mushishi,TV,26.0,Artland,"Fantasy, Seinen, Episodic, Iyashikei, Supernatural, Based on a Manga",4.27,2005.0
The Stranger by the Shore,Movie,,Studio Hibari,"BL, Romance, Yaoi, Adult Couples, Cohabitation, Death of a Loved One, Island, LGBT Themes, Mature Romance, Orphans, Writers, Based on a Manga, Explicit Sex",4.27,2020.0
One Piece Movie 10: Strong World,Movie,,Toei Animation,"Action, Adventure, Fantasy, Shounen, Island, Pirates, Superpowers, Based on a Manga",4.27,2009.0
Food Wars! The Third Plate,TV,12.0,J.C.Staff,"Comedy, Ecchi, Shounen, Boarding House, Cooking, Culinary School, Food and Beverage, Neighbors, School Life, Tournaments, Based on a Manga",4.27,2017.0
Kuroko's Basketball: Last Game,Movie,,Production I.G,"Shounen, Sports, Basketball, Based on a Manga",4.26,2017.0
Tengen Toppa Gurren Lagann,TV,27.0,GAINAX,"Action, Adventure, Comedy, Mecha, Sci Fi, Combining Mecha, Post-apocalyptic, Super Robot, Original Work, Violence",4.26,2007.0
Kamisama Kiss,TV,13.0,TMS Entertainment,"Comedy, Fantasy, Romance, Shoujo, Animal Characteristics, Gods, Interspecies Relationship, Japanese Mythology, Master-Servant Relationship, Non-Human Protagonists, Youkai, Based on a Manga",4.26,2012.0
Moriarty the Patriot,TV,11.0,Production I.G,"Mystery, Shounen, 19th Century, Detectives, England, Europe, Historical, Sherlock Holmes, Based on a Manga",4.26,2020.0
Kuroko's Basketball: The Greatest Present,DVD S,,Production I.G,"Shounen, Sports, Basketball, Based on a Manga",4.26,2015.0
Kaguya-sama: Love Is War,TV,12.0,A-1 Pictures,"Comedy, Drama, Romance, Seinen, Episodic, Love Confession, Mind Games, Romantic Comedy, School Life, Student Council, Based on a Manga",4.26,2019.0
Food Wars! Shokugeki no Souma,TV,24.0,J.C.Staff,"Comedy, Ecchi, Shounen, Animeism, Boarding House, Cooking, Culinary School, Food and Beverage, Neighbors, School Life, Based on a Manga",4.26,2015.0
Mushoku Tensei: Jobless Reincarnation,TV,11.0,Studio Bind,"Action, Adventure, Fantasy, Romance, Demons, Isekai, Magic, NEET, Person in a Strange World, Reincarnation, Based on a Light Novel, Bullying,, Mature Themes,, Sexual Content,, Violence",4.26,2021.0
Snow White with the Red Hair 2nd Season,TV,12.0,Bones,"Drama, Fantasy, Romance, Shoujo, Adult Couples, Mature Romance, Medical, Medieval, Royalty, Social Gap, Based on a Manga",4.26,2016.0
JoJo's Bizarre Adventure: Stardust Crusaders,TV,24.0,David Production,"Action, Adventure, Shounen, Monster-of-the-week, Proxy Battles, Supernatural, Based on a Manga, Animal Abuse,, Explicit Violence,, Mature Themes",4.26,2014.0
Natsume Yuujinchou: Itsuka Yuki no Hi ni,OVA,1.0,Brain's Base,"Drama, Shoujo, Slice of Life, Bodyguards, Cats, Countryside, Iyashikei, Japanese Mythology, Orphans, Supernatural, Youkai, Based on a Manga",4.26,2014.0
Detective Conan: Episode One - The Great Detective Turned Small,TV Sp,,TMS Entertainment,"Action, Drama, Mystery, Age Transformation, Amusement Park, Detectives, Recap, Based on a Manga, Violence",4.26,2016.0
No Game No Life,TV,12.0,MADHOUSE,"Adventure, Ecchi, Fantasy, High Stakes Games, Isekai, NEET, Overpowered Main Characters, Person in a Strange World, PVP, Royalty, Siblings, Based on a Light Novel",4.26,2014.0
Chihayafuru 2,TV,25.0,MADHOUSE,"Drama, Josei, Romance, Sports, Love Triangle, School Club, School Life, Tournaments, Based on a Manga",4.25,2013.0
Gintama: Yorinuki Gintama-san on Theater 2D,Other,,Sunrise,"Action, Comedy, Drama, Sci Fi, Shounen, Aliens, Crude, Feudal Japan, Parody, Samurai, Swordplay, Based on a Manga",4.25,2012.0
Legend of the Galactic Heroes,OVA,11.0,Magic Bus,"Drama, Sci Fi, Military, Outer Space, Political, Rivalries, Space Opera, War, Based on a Novel, Explicit Violence,, Nudity",4.25,1988.0
The Quintessential Quintuplets 2,TV,12.0,Bibury Animation Studios,"Comedy, Drama, Harem, Romance, Shounen, School Life, Siblings, Tutors, Based on a Manga",4.25,2021.0
Black Butler: Book of Murder,OVA,2.0,A-1 Pictures,"Mystery, Shounen, 19th Century, Butlers, Demons, England, Europe, Master-Servant Relationship, Non-Human Protagonists, Supernatural, Based on a Manga",4.25,2014.0
Yuri!!! on Ice: Welcome to The Madness,DVD S,,MAPPA,"Sports, Ice Skating, Original Work",4.25,2017.0
My Neighbor Totoro,Movie,,Studio Ghibli,"Fantasy, Slice of Life, Contemporary Fantasy, Countryside, Family Friendly, Family Life, Japanese Mythology, Non-Human Protagonists, Siblings, Original Work",4.25,1988.0
Food Wars! The Third Plate: Totsuki Train Arc,TV,12.0,J.C.Staff,"Comedy, Ecchi, Shounen, Cooking, Culinary School, Food and Beverage, School Life, Tournaments, Based on a Manga",4.25,2018.0
Anohana: The Flower We Saw That Day,TV,11.0,A-1 Pictures,"Drama, Romance, Childhood Friends, Coming of Age, Death of a Loved One, Ghosts, Melancholy, noitaminA, Supernatural, Unrequited Love, Original Work",4.25,2011.0
Gintama: Aizome Kaori-hen,OVA,2.0,BN Pictures,"Action, Comedy, Drama, Romance, Sci Fi, Shounen, Aliens, Crude, Feudal Japan, Gag, Parody, Samurai, Slapstick, Swordplay, Based on a Manga",4.25,2016.0
Fate/stay night: Unlimited Blade Works 2,TV,13.0,ufotable,"Action, Fantasy, Contemporary Fantasy, Magic, Proxy Battles, Superpowers, Urban Fantasy, Based on an Eroge, Based on a Visual Novel, Violence",4.25,2015.0
Fate/stay night: Heaven's Feel II. lost butterfly,Movie,,ufotable,"Action, Fantasy, Romance, Magic, Superpowers, Based on an Eroge, Based on a Visual Novel, Emotional Abuse,, Mature Themes,, Physical Abuse,, Sexual Abuse,, Sexual Content,, Violence",4.25,2019.0
Hunter x Hunter OVA 3: Greed Island Final,OVA,14.0,Nippon Animation,"Action, Adventure, Shounen, Island, Martial Arts, Superpowers, Based on a Manga, Violence",4.25,2004.0
Kuroko's Basketball,TV,25.0,Production I.G,"Shounen, Sports, Basketball, School Club, Tournaments, Based on a Manga",4.25,2012.0
Naruto Shippuden,TV,500.0,Pierrot,"Action, Drama, Fantasy, Shounen, Hand to Hand Combat, Ninja, Revenge, Based on a Manga",4.25,2007.0
Maid-sama!,TV,26.0,J.C.Staff,"Comedy, Romance, Shoujo, Maids, Newly Co-ed School, Romantic Comedy, School Life, Tsundere, Based on a Manga",4.25,2010.0
Fairy Tail: Final Season,TV,51.0,A-1 Pictures,"Action, Adventure, Comedy, Fantasy, Shounen, Guilds, Magic, Based on a Manga",4.25,2018.0
Scissor Seven 3rd Season,Web,10.0,Sharefun Studio,"Action, Comedy, Assassins, Chinese Animation",4.25,2021.0
Fairy Tail 2,TV,102.0,A-1 Pictures,"Action, Adventure, Comedy, Fantasy, Shounen, Guilds, Magic, Based on a Manga",4.25,2014.0
Hajime no Ippo: Champion Road,TV Sp,,MADHOUSE,"Action, Drama, Shounen, Sports, Boxing, Hand to Hand Combat, Based on a Manga",4.25,2003.0
Chihayafuru 3,TV,24.0,MADHOUSE,"Drama, Josei, Romance, Sports, Love Triangle, School Club, School Life, Tournaments, Based on a Manga",4.25,2019.0
Haikyuu!! Riku vs Kuu,OVA,2.0,Production I.G,"Shounen, Sports, School Club, Tournaments, Volleyball, Based on a Manga",4.24,2020.0
Violet Evergarden Special,DVD S,,Kyoto Animation,"Drama, Melancholy, War, Based on a Light Novel",4.24,2018.0
Bakuman. 2,TV,25.0,J.C.Staff,"Drama, Shounen, Anime Industry, Manga Industry, Otaku Culture, Voice Acting, Writers, Based on a Manga",4.24,2011.0
Spice and Wolf II,TV,12.0,Brain's Base,"Adventure, Drama, Fantasy, Romance, Adult Couples, Animal Characteristics, Animal Transformation, Economics, God-Human Relationship, Gods, Interspecies Relationship, Mature Romance, Medieval, Non-Human Protagonists, Based on a Light Novel",4.24,2009.0
Magi: The Kingdom of Magic,TV,25.0,A-1 Pictures,"Action, Adventure, Comedy, Fantasy, Shounen, Genies, Magic, Magic School, Middle Eastern, Political, School Life, Based on a Manga",4.24,2013.0
Black Butler: Book of Circus,TV,10.0,A-1 Pictures,"Shounen, 19th Century, Animeism, Butlers, Circus, Demons, England, Europe, Master-Servant Relationship, Nobility, Non-Human Protagonists, Supernatural, Based on a Manga, Violence",4.24,2014.0
Gintama: Shinyaku Benizakura-hen Special,DVD S,,Sunrise,"Comedy, Sci Fi, Shounen, Aliens, Feudal Japan, Parody, Samurai, Based on a Manga",4.24,2010.0
Yona of the Dawn,TV,24.0,Pierrot,"Adventure, Fantasy, Romance, Shoujo, Betrayal, Death of a Loved One, Orphans, Political, Prophecy, Rebellions, Reincarnation, Royalty, Weak to Strong, Based on a Manga",4.24,2014.0
Evangelion: 3.0+1.0 Thrice Upon a Time,Movie,,Khara,"Mecha, Sci Fi, Super Robot, Original Work",4.24,2021.0
Haikyuu!! Movie 2: Shousha to Haisha,Movie,,Production I.G,"Shounen, Sports, Recap, School Club, School Life, Tournaments, Volleyball, Based on a Manga",4.24,2015.0
School Babysitters Special,DVD S,,Brain's Base,"Comedy, Shoujo, Slice of Life, Childcare, Lifestyle Change, Orphans, Siblings, Based on a Manga",4.24,2018.0
Toilet-Bound Hanako-kun,TV,12.0,Lerche,"Shounen, Ghosts, School Life, Supernatural, Urban Legend, Based on a Manga, Explicit Violence",4.24,2020.0
Shelter,Music,,A-1 Pictures,"Drama, Sci Fi, Loneliness, Virtual Reality, Original Work",4.24,2016.0
Scissor Seven 2nd Season,Web,10.0,Sharefun Studio,"Action, Comedy, Amnesia, Assassins, Birds, Chinese Animation",4.24,2019.0
Non Non Biyori Nonstop,TV,12.0,SILVER LINK.,"Comedy, Seinen, Slice of Life, Countryside, Iyashikei, School Life, Based on a Manga",4.24,2021.0
Samurai Champloo,TV,26.0,Manglobe,"Action, Adventure, Comedy, Drama, Episodic, Feudal Japan, Historical, Samurai, Swordplay, Original Work, Nudity,, Violence",4.24,2004.0
Run with the Wind,TV,23.0,Production I.G,"Drama, Sports, Apartment Life, Boarding House, College, Lifestyle Change, Racing, Running, Track and Field, Weak to Strong, Based on a Novel",4.24,2018.0
My Dress-Up Darling,TV,,CloverWorks,"Comedy, Ecchi, Romance, Seinen, Gyaru, Otaku Culture, School Life, Based on a Manga",4.24,2022.0
Grave of the Fireflies,Movie,,Studio Ghibli,"Drama, Autobiographies, Death of a Loved One, Historical, Lifestyle Change, Melancholy, Orphans, Poverty, Siblings, War, World War 2",4.23,1988.0
